iter	Logloss
126	0.3564199067
127	0.356132743
128	0.355544439
129	0.3551833909
130	0.3545361909
131	0.3538699892
132	0.3532120131
133	0.3529864058
134	0.3529630812
135	0.3523006423
136	0.3515513913
137	0.3514265132
138	0.351064777
139	0.350779101
140	0.3506080729
141	0.3503274037
142	0.3500941037
143	0.3499252944
144	0.3496201659
145	0.349228602
146	0.3490013185
147	0.3488216079
148	0.3479134443
149	0.3470806874
150	0.3470508958
151	0.3469879502
152	0.3467761279
153	0.3465468296
154	0.3460717521
155	0.3457383959
156	0.3456503766
157	0.3455101582
158	0.3447568951
159	0.3444797769
160	0.3444499162
161	0.3440334745
162	0.3434309716
163	0.3428364463
164	0.3423603373
165	0.3422245971
166	0.3421921705
167	0.3420619067
168	0.3420056887
169	0.3417314221
170	0.3416714686
171	0.3416647397
172	0.34018687
173	0.3395327002
174	0.3387663728
175	0.3385467801
176	0.3383727184
177	0.3379591622
178	0.3376252285
179	0.3373567243
180	0.3373444919
181	0.3366916901
182	0.336190201
183	0.3361467585
184	0.3359494992
185	0.3354945129
186	0.3354558021
187	0.335070208
188	0.3341382878
189	0.3337422839
190	0.333257243
191	0.3331285483
192	0.3323901253
193	0.3315668724
194	0.3309548637
195	0.3306527206
196	0.3303633716
197	0.3301047188
198	0.3300022036
199	0.3293947789
200	0.3290721212
201	0.328742049
202	0.3275735817
203	0.3273120634
204	0.3259463566
205	0.3247954639
206	0.3245936425
207	0.3240838714
208	0.3239365051
209	0.3232084401
210	0.3231085566
211	0.3226617221
212	0.3226554891
213	0.3221576908
214	0.3217429185
215	0.3214388638
216	0.3211778277
217	0.3204823406
218	0.3202212471
219	0.3199979843
220	0.3194764212
221	0.3191714321
222	0.3187540935
223	0.3185533213
224	0.3180431979
225	0.3174866231
226	0.3170779679
227	0.3166506048
228	0.3162797617
229	0.3154942125
230	0.3153600301
231	0.3150486531
232	0.3145222127
233	0.314489217
234	0.3141607681
235	0.3135802351
236	0.313455285
237	0.3129694984
238	0.3128466109
239	0.3122025393
240	0.3120424007
241	0.3119703317
242	0.311628293
243	0.3106809796
244	0.310377096
245	0.3103599521
246	0.3103503444
247	0.3100476677
248	0.3096828902
249	0.3095412729
250	0.3088863019
251	0.3087760897
252	0.3083174681
253	0.3079130515
254	0.3077989861
255	0.3074090095
256	0.3070653243
257	0.3067582852
258	0.3060824187
259	0.3058292595
260	0.3054558788
261	0.3053561051
262	0.3051762599
263	0.3048340394
264	0.3044581114
265	0.3042174743
266	0.3035851055
267	0.303580361
268	0.3033739411
269	0.3033049773
270	0.3030270411
271	0.3027958599
272	0.3022502157
273	0.3018135003
274	0.3017509161
275	0.3015810211
276	0.3014023177
277	0.3005300722
278	0.3003707086
279	0.2999274607
280	0.2993974038
281	0.2987189806
282	0.298492515
283	0.2984767143
284	0.2982952829
285	0.2981548114
286	0.2981418449
287	0.2978259253
288	0.2977405999
289	0.2977185341
290	0.297540522
291	0.2974708913
292	0.2969881967
293	0.2969182589
294	0.2965581738
295	0.29575898
296	0.2955643449
297	0.2954076666
298	0.2953331212
299	0.2950059627
300	0.294850035
301	0.2945833675
302	0.2945110532
303	0.2942107471
304	0.2939245877
305	0.2928519074
306	0.292544804
307	0.2924092548
308	0.2923890707
309	0.2919098963
310	0.2917474452
311	0.2916073717
312	0.2914322331
313	0.2913814355
314	0.2909837443
315	0.2908351175
316	0.290522427
317	0.2903174713
318	0.2902898769
319	0.2902207072
320	0.2897206745
321	0.2895116777
322	0.2894270271
323	0.2885922362
324	0.2884563667
325	0.2882901862
326	0.2882329716
327	0.2879595333
328	0.2878202523
329	0.2876906119
330	0.2876229473
331	0.2873949059
332	0.2871545979
333	0.2868796755
334	0.2867918698
335	0.2862756699
336	0.2861475646
337	0.2855276328
338	0.2852832355
339	0.284635886
340	0.2841654368
341	0.2840914883
342	0.2840750698
343	0.2840211387
344	0.283910167
345	0.283798819
346	0.2836807387
347	0.2831872849
348	0.2830880219
349	0.2829238373
350	0.2828720984
351	0.2823661398
352	0.2817523161
353	0.2815941376
354	0.2815397856
355	0.2813226132
356	0.2812499378
357	0.2810779925
358	0.2805260793
359	0.2803649227
360	0.2802977395
361	0.2801156336
362	0.2797298945
363	0.2794622801
364	0.2793108764
365	0.2791194902
366	0.279103702
367	0.2789519093
368	0.2782431533
369	0.2777876189
370	0.2771961607
371	0.2765389738
372	0.2764836617
373	0.2764734177
374	0.2759453724
375	0.2755198565
376	0.2754418158
377	0.275228102
378	0.2749175201
379	0.2748231477
380	0.2743681292
381	0.2740258644
382	0.273702916
383	0.2736319016
384	0.2734674841
385	0.273069478
386	0.2730156963
387	0.2729167246
388	0.2727676293
389	0.2725955108
390	0.2723952971
391	0.2721329687
392	0.2719627736
393	0.2718972529
394	0.2715907368
395	0.271536226
396	0.2712970774
397	0.2711783932
398	0.2711353156
399	0.2705119251
400	0.2705016084
401	0.2701799448
402	0.2699438447
403	0.269658067
404	0.2696115068
405	0.2693412146
406	0.269065521
407	0.2688402979
408	0.2686580578
409	0.268481924
410	0.2681906698
411	0.2679730258
412	0.2678799137
413	0.2678636076
414	0.2678420308
415	0.267715151
416	0.2675103077
417	0.2674623194
418	0.2674216693
419	0.2672374377
420	0.2671321233
421	0.2669753433
422	0.2667104547
423	0.2663280222
424	0.2662627245
425	0.2659830395
426	0.2657362799
427	0.2657184823
428	0.2654892618
429	0.2653667612
430	0.2652213268
431	0.2647915766
432	0.2643885032
433	0.2641546518
434	0.2638316605
435	0.2636563325
436	0.2636356989
437	0.2636165343
438	0.2635389354
439	0.2632450837
440	0.2630868659
441	0.2630017321
442	0.2627954188
443	0.262626283
444	0.2624624042
445	0.2624255005
446	0.2622936935
447	0.262157336
448	0.2618186208
449	0.2617780209
450	0.2617120105
451	0.2615528684
452	0.2610903334
453	0.2608654581
454	0.2608602268
455	0.2608092879
456	0.2607280668
457	0.2605753029
458	0.2604726195
459	0.2604304555
460	0.2603063147
461	0.2602994372
462	0.260197109
463	0.2600535709
464	0.2599221187
465	0.2594716637
466	0.2594134921
467	0.2592108111
468	0.2590676955
469	0.2589397662
470	0.2589097939
471	0.2586349859
472	0.2586138008
473	0.2585392927
474	0.2584989261
475	0.2582168463
476	0.2580316929
477	0.2575052298
478	0.2574188916
479	0.2572601882
480	0.2571720329
481	0.2571129156
482	0.2567899296
483	0.2565185351
484	0.2564670788
485	0.2562994142
486	0.2562424216
487	0.2559972695
488	0.2559330386
489	0.2559050786
490	0.2556989876
491	0.255614475
492	0.255564498
493	0.2552043148
494	0.2551815803
495	0.2551727913
496	0.2551003405
497	0.2550747891
498	0.2549170727
499	0.2545327933
500	0.2543096545
501	0.2542027436
502	0.2541966093
503	0.2541899537
504	0.2541811212
505	0.2538307444
506	0.2537402896
507	0.253615601
508	0.2535211221
509	0.2535078674
510	0.252904657
511	0.2527824577
512	0.2527572498
513	0.2526647034
514	0.2526593245
515	0.2526114227
516	0.2525212886
517	0.2524684439
518	0.2522853256
519	0.2518456055
520	0.2517458569
521	0.2516523758
522	0.2511160259
523	0.2507340544
524	0.2505045528
525	0.2504551392
526	0.2504234359
527	0.2503111956
528	0.2501730258
529	0.2498374295
530	0.2497580065
531	0.2496506944
532	0.249280228
533	0.2491251474
534	0.2489912527
535	0.2489659826
536	0.2488674564
537	0.2483019916
538	0.247983817
539	0.2479057087
540	0.2477723872
541	0.2475732122
542	0.2472014453
543	0.2471533679
544	0.2470875088
545	0.2470646572
546	0.2469257494
547	0.2468123804
548	0.2463790476
549	0.2463361975
550	0.2462825857
551	0.2462486102
552	0.2462127883
553	0.2457712029
554	0.2456693028
555	0.2455548786
556	0.2455178884
557	0.2453567033
558	0.2452382989
559	0.2452301541
560	0.2451282341
561	0.2446475062
562	0.2446255341
563	0.2444860724
564	0.2438920179
565	0.2435872476
566	0.2434912117
567	0.2429521313
568	0.2426407211
569	0.2424188556
570	0.2422738412
571	0.2419599961
572	0.2416222337
573	0.241557502
574	0.2413230475
575	0.2411768532
576	0.2408540262
577	0.2405369444
578	0.2405001677
579	0.2401243952
580	0.2396970508
581	0.2396740204
582	0.2395869484
583	0.2394086203
584	0.239231185
585	0.2389647658
586	0.2387596353
587	0.2386466908
588	0.238625733
589	0.2385110156
590	0.2385088317
591	0.238484446
592	0.2383807191
593	0.238007148
594	0.2377703922
595	0.2374844598
596	0.237444782
597	0.2373246149
598	0.2370420571
599	0.2367831996
600	0.2365759897
601	0.2363364158
602	0.2361807997
603	0.2360915715
604	0.2358865055
605	0.235800437
606	0.2355611074
607	0.2355348109
608	0.2354088993
609	0.2354046994
610	0.2350791497
611	0.2350603966
612	0.2348016372
613	0.2345103035
614	0.2342748026
615	0.23397292
616	0.2338774114
617	0.2333771786
618	0.2332205472
619	0.2331081163
620	0.2329709552
621	0.2329394951
622	0.2328331402
623	0.2327636496
624	0.2327536863
625	0.232736352
626	0.2324759256
627	0.2323413732
628	0.2321525927
629	0.2320291106
630	0.2320131704
631	0.2317861093
632	0.2316799823
633	0.2312817962
634	0.2310453609
635	0.2307874668
636	0.2307726095
637	0.2305847641
638	0.2305086214
639	0.2303880296
640	0.2302791137
641	0.23023813
642	0.2301879854
643	0.2299246431
644	0.2299089743
645	0.2296469481
646	0.2294984209
647	0.2294436692
648	0.2292269231
649	0.2289400539
650	0.228843198
651	0.2281948586
652	0.2281708347
653	0.2280493121
654	0.2279622141
655	0.227949001
656	0.2279189232
657	0.2279045744
658	0.2278039224
659	0.2275702181
660	0.2275600172
661	0.2273028827
662	0.2272452261
663	0.226813972
664	0.2266953867
665	0.2265525951
666	0.2264992392
667	0.2263078161
668	0.2262494065
669	0.2261788194
670	0.2260402919
671	0.2259179328
672	0.2258690088
673	0.2257809409
674	0.2256733576
675	0.2255360429
676	0.2254765672
677	0.2254291538
678	0.2251310526
679	0.2250560285
680	0.2247801001
681	0.2247663373
682	0.2243699365
683	0.2243245197
684	0.2242974082
685	0.2241904513
686	0.2240523159
687	0.2239852145
688	0.2239259859
689	0.2238619817
690	0.2237544237
691	0.2232825475
692	0.2232491721
693	0.2230023032
694	0.2229545656
695	0.2228671131
696	0.2228184466
697	0.2226406362
698	0.2226267038
699	0.2223945064
700	0.2223126645
701	0.2222992044
702	0.2222527193
703	0.2221728897
704	0.2220955099
705	0.2220020027
706	0.2216190976
707	0.2213544342
708	0.2210939571
709	0.220873275
710	0.2207372846
711	0.2205441425
712	0.22044546
713	0.2203956257
714	0.219977442
715	0.2198653713
716	0.2197612222
717	0.2196562645
718	0.219592487
719	0.2195804485
720	0.2194994718
721	0.219369425
722	0.2193351643
723	0.219287593
724	0.2191474148
725	0.2190886362
726	0.2189067081
727	0.2188811703
728	0.2185328394
729	0.2183140035
730	0.2181102495
731	0.2180841691
732	0.217946155
733	0.2178474516
734	0.2176884723
735	0.2176120943
736	0.2175748513
737	0.2174046186
738	0.217322393
739	0.2172790319
740	0.2170863957
741	0.2170008285
742	0.2169809254
743	0.216945966
744	0.2168532438
745	0.2167432052
746	0.2165655234
747	0.2163821726
748	0.2161796157
749	0.2160503798
750	0.2160053722
751	0.2158239109
752	0.2157070249
753	0.2156842869
754	0.2154357058
755	0.2154208737
756	0.215245776
757	0.2151807311
758	0.2151399121
759	0.2151257911
760	0.2150486405
761	0.2149876437
762	0.2148547598
763	0.214632852
764	0.2144853331
765	0.2144786862
766	0.2144055121
767	0.214299684
768	0.2140862668
769	0.2138283852
770	0.2133083516
771	0.2130568129
772	0.2129592984
773	0.2128444953
774	0.2127993716
775	0.2127726221
776	0.2120815874
777	0.211466169
778	0.2113094883
779	0.2111904673
780	0.2111594608
781	0.2110500279
782	0.2109588975
783	0.2108977568
784	0.2107984922
785	0.2107152702
786	0.2106317618
787	0.2105735063
788	0.2103476302
789	0.2102194806
790	0.2101625751
791	0.210056237
792	0.2099000618
793	0.2097459626
794	0.2094487649
795	0.2093937424
796	0.2093916404
797	0.2092466185
798	0.2090488723
799	0.2090046623
800	0.2089499797
801	0.2088979192
802	0.2088294024
803	0.2087873422
804	0.2087766636
805	0.2087490204
806	0.2087064226
807	0.2086209858
808	0.2084519296
809	0.2083842306
810	0.2083405067
811	0.2078976651
812	0.2077616098
813	0.2077520834
814	0.2076589069
815	0.2075222721
816	0.2073171096
817	0.2072298845
818	0.2071237958
819	0.2070469912
820	0.2069629906
821	0.2069007153
822	0.2067959915
823	0.2067340478
824	0.2066699192
825	0.2066409103
826	0.2065549738
827	0.206501319
828	0.2062845413
829	0.2062452398
830	0.2062373906
831	0.2062097819
832	0.2061303374
833	0.2060885767
834	0.2059847431
835	0.2058063339
836	0.2057837213
837	0.2056153881
838	0.20560985
839	0.2055213906
840	0.2054533538
841	0.2052740172
842	0.2049619653
843	0.2048030237
844	0.2047403685
845	0.2046847274
846	0.2046397658
847	0.2044717281
848	0.2043685634
849	0.2043084788
850	0.204297006
851	0.2042231008
852	0.2040879221
853	0.2040264796
854	0.2039044068
855	0.2038720245
856	0.2038535055
857	0.2037674559
858	0.2036612253
859	0.2035010934
860	0.2033664468
861	0.2033352345
862	0.2032443388
863	0.203193992
864	0.2031149095
865	0.2030555384
866	0.2030168497
867	0.2029270211
868	0.2027854873
869	0.2027791135
870	0.2026358368
871	0.2023474481
872	0.2022188901
873	0.2021857258
874	0.2021739002
875	0.2020625624
876	0.201907287
877	0.2018570449
878	0.201826049
879	0.2018061492
880	0.201670442
881	0.2016382179
882	0.2016126272
883	0.2015518835
884	0.2015032643
885	0.2014936736
886	0.2014217431
887	0.201240541
888	0.2011199306
889	0.2009911389
890	0.2008440584
891	0.2006026327
892	0.2004064649
893	0.2003891365
894	0.2002370623
895	0.2002193367
896	0.2002137905
897	0.2001371768
898	0.1999760398
899	0.1999287744
900	0.1998819878
901	0.1998370482
902	0.1997473841
903	0.19949101
904	0.1994651463
905	0.1994323135
906	0.1993846951
907	0.199206226
908	0.1991908658
909	0.1989633124
910	0.1989480391
911	0.1988139972
912	0.1986672406
913	0.1986344058
914	0.19861314
915	0.1986044202
916	0.1984356766
917	0.1984243398
918	0.1984111121
919	0.1983654671
920	0.1983138766
921	0.1981340881
922	0.1981227836
923	0.1979085821
924	0.1978981522
925	0.1978903023
926	0.19773121
927	0.1976311458
928	0.1975721632
929	0.1974448855
930	0.1973136171
931	0.197174032
932	0.1971525201
933	0.1971147222
934	0.1970844919
935	0.1969920813
936	0.1968847607
937	0.1967981598
938	0.1966128933
939	0.1966112377
940	0.1965867696
941	0.1964306629
942	0.1963444976
943	0.1963340995
944	0.1961062695
945	0.1960930381
946	0.1960569521
947	0.1960105564
948	0.1959813972
949	0.1959377515
950	0.1958946878
951	0.195861865
952	0.1956169229
953	0.1955256592
954	0.19544182
955	0.1954366285
956	0.1952788896
957	0.1951298565
958	0.1950573924
959	0.1950475521
960	0.1950420018
961	0.1950038555
962	0.194875029
963	0.1948415494
964	0.194808402
965	0.1947891821
966	0.1947122604
967	0.1943088629
968	0.1941760097
969	0.1941689854
970	0.1941381308
971	0.19409136
972	0.1940562566
973	0.1939768132
974	0.1939729569
975	0.1939452637
976	0.1938861521
977	0.1936614413
978	0.1936486158
979	0.1934341586
980	0.1932556564
981	0.1931927104
982	0.1931716487
983	0.1930330165
984	0.1930182838
985	0.1928911693
986	0.1926510913
987	0.1924925219
988	0.192381108
989	0.1921164031
990	0.192096503
991	0.1920436646
992	0.1919329228
993	0.1918206573
994	0.1916872647
995	0.1915691843
996	0.1914508748
997	0.1912197487
998	0.1910105337
999	0.1909176
